Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
53,Ensino Superior completo,Solteiro,MG,Não,5.000 – 7.000,Ressecamento,2 anos,Baixo,Não,Sérum,Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Não
51,Ensino Superior completo,Divorciado,MG,Não,Acima de 7.000,Manchas; Ressecamento; Acne; Queda de cabelo,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Não,Não
34,Ensino Superior completo,Casado,RJ,Sim,5.000 – 7.000,Oleosidade; Acne,1 mês,Alto,Não,Protetor solar; Hidratante,Skincare; Atividade física,NÃO,R$101 – R$200,Medicina,Sim,Sim
54,Ensino Superior completo,União Estável,RJ,Sim,4.000 – 5.000,Manchas,6 meses,Médio,Sim,Protetor solar,Skincare,NÃO,Até R$100,Não,Sim,Sim
42,Ensino Médio completo,Solteiro,DF,Sim,2.000 – 3.000,Ressecamento,6 meses,Baixo,Sim,Hidratante,Dieta,NÃO,R$201 – R$300,Direito,Sim,Sim
29,Ensino Superior completo,Solteiro,RJ,Não,2.000 – 3.000,Queda de cabelo,3 meses,Baixo,Não,Protetor solar,Dieta,NÃO,R$101 – R$200,Medicina,Não,Não
40,Ensino Superior completo,União Estável,BA,Sim,2.000 – 3.000,Ressecamento; Acne; Queda de cabelo; Oleosidade; Manchas,2 anos,Médio,Não,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
39,Mestrado,Casado,DF,Sim,2.000 – 3.000,Ressecamento; Oleosidade; Acne,1 mês,Baixo,Sim,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,NÃO,R$301 – R$500,Medicina,Sim,Sim
38,Ensino Médio completo,União Estável,RJ,Não,5.000 – 7.000,Acne; Manchas; Oleosidade; Queda de cabelo; Ressecamento,3 meses,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Direito,Sim,Não
44,Ensino Fundamental incompleto,União Estável,MG,Sim,5.000 – 7.000,Manchas; Oleosidade; Queda de cabelo; Acne; Ressecamento,2 anos,Alto,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Sim,Sim
48,Ensino Fundamental completo,Casado,SC,Não,4.000 – 5.000,Queda de cabelo; Acne; Oleosidade; Manchas; Ressecamento,3 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Não,Não
23,Ensino Médio completo,Solteiro,SC,Não,5.000 – 7.000,Ressecamento; Oleosidade; Acne,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Sim,Sim
44,Ensino Superior completo,Divorciado,DF,Não,Acima de 7.000,Acne; Oleosidade; Ressecamento; Manchas; Queda de cabelo,6 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,Até R$100,Engenharia,Não,Sim
51,Ensino Fundamental incompleto,Casado,RJ,Sim,5.000 – 7.000,Manchas; Oleosidade; Queda de cabelo; Ressecamento,6 meses,Baixo,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Engenharia,Não,Sim
29,Ensino Superior incompleto,Divorciado,BA,Sim,5.000 – 7.000,Acne,6 meses,Alto,Não,Sérum,Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
24,Ensino Médio completo,Solteiro,PR,Não,4.000 – 5.000,Manchas,1 ano,Alto,Sim,Sérum,Dieta,NÃO,R$101 – R$200,Direito,Não,Sim
27,Ensino Fundamental completo,União Estável,SP,Sim,4.000 – 5.000,Acne; Ressecamento,3 meses,Médio,Não,Hidratante; Sérum,Skincare; Dieta,NÃO,Até R$100,Não,Sim,Sim
34,Ensino Superior incompleto,Divorciado,GO,Sim,2.000 – 3.000,Manchas; Queda de cabelo; Ressecamento; Oleosidade,1 mês,Alto,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Não,Não
43,Ensino Médio completo,Solteiro,BA,Sim,4.000 – 5.000,Oleosidade; Queda de cabelo; Manchas,3 meses,Alto,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Direito,Sim,Sim
38,Ensino Médio completo,Solteiro,PR,Sim,Acima de 7.000,Acne,6 meses,Alto,Não,Sérum,Dieta,SIM,R$301 – R$500,Engenharia,Não,Não
45,Ensino Superior completo,União Estável,GO,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Ressecamento; Acne; Manchas,3 meses,Médio,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Sim
19,Ensino Superior completo,União Estável,PR,Sim,2.000 – 3.000,Acne; Ressecamento,2 anos,Alto,Não,Sérum; Hidratante,Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
18,Ensino Fundamental completo,Solteiro,PR,Sim,4.000 – 5.000,Acne; Oleosidade,3 meses,Alto,Sim,Protetor solar; Sérum,Dieta; Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
53,Mestrado,Solteiro,DF,Sim,5.000 – 7.000,Queda de cabelo,1 ano,Alto,Sim,Protetor solar,Atividade física,NÃO,R$101 – R$200,Não,Não,Sim
43,Ensino Superior completo,Divorciado,SC,Sim,Até 2.000,Ressecamento; Queda de cabelo; Acne; Oleosidade,1 ano,Baixo,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
46,Ensino Superior completo,Solteiro,SP,Sim,4.000 – 5.000,Oleosidade; Manchas,6 meses,Médio,Não,Sérum; Hidratante,Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
38,Ensino Fundamental completo,Solteiro,PR,Sim,Acima de 7.000,Oleosidade,1 mês,Médio,Não,Hidratante,Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
28,Ensino Fundamental incompleto,Divorciado,RJ,Sim,4.000 – 5.000,Manchas; Ressecamento; Queda de cabelo; Acne,2 anos,Baixo,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Não,Não
28,Ensino Fundamental incompleto,Casado,GO,Sim,2.000 – 3.000,Manchas,1 mês,Alto,Sim,Protetor solar,Skincare,NÃO,R$101 – R$200,Medicina,Não,Sim
53,Ensino Médio completo,Divorciado,BA,Sim,5.000 – 7.000,Queda de cabelo,1 mês,Baixo,Sim,Protetor solar,Dieta,NÃO,R$101 – R$200,Medicina,Sim,Não
52,Ensino Superior incompleto,Divorciado,SC,Sim,Acima de 7.000,Manchas; Acne; Ressecamento; Oleosidade,2 anos,Baixo,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,Até R$100,Não,Sim,Não
51,Pós-graduação,União Estável,GO,Sim,5.000 – 7.000,Manchas; Oleosidade; Queda de cabelo; Ressecamento,1 ano,Alto,Não,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Não
41,Ensino Superior incompleto,Divorciado,DF,Sim,2.000 – 3.000,Manchas; Acne; Queda de cabelo; Oleosidade,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,NÃO,Até R$100,Direito,Sim,Não
39,Ensino Médio completo,Solteiro,RJ,Sim,3.000 – 4.000,Acne,3 meses,Baixo,Não,Hidratante,Dieta,NÃO,R$201 – R$300,Não,Não,Não
22,Ensino Superior completo,Solteiro,RJ,Sim,4.000 – 5.000,Manchas; Oleosidade,1 ano,Médio,Sim,Protetor solar; Hidratante,Dieta; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
50,Ensino Fundamental completo,Solteiro,PR,Sim,5.000 – 7.000,Oleosidade; Manchas; Queda de cabelo,6 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Engenharia,Não,Sim
53,Ensino Superior completo,Casado,RJ,Não,5.000 – 7.000,Ressecamento; Oleosidade; Manchas,1 ano,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Não,Sim,Sim
37,Ensino Superior completo,Solteiro,SP,Sim,2.000 – 3.000,Oleosidade,2 anos,Alto,Sim,Protetor solar,Dieta,NÃO,R$101 – R$200,Medicina,Não,Sim
36,Ensino Superior completo,Casado,DF,Não,Acima de 7.000,Oleosidade,1 mês,Médio,Não,Hidratante,Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
52,Mestrado,Solteiro,RJ,Sim,Até 2.000,Oleosidade; Manchas,2 anos,Médio,Sim,Hidratante; Protetor solar,Skincare; Dieta,NÃO,R$301 – R$500,Engenharia,Sim,Sim
34,Ensino Médio completo,Divorciado,PR,Sim,3.000 – 4.000,Oleosidade; Acne; Queda de cabelo; Manchas,3 meses,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Não,Sim,Não
51,Ensino Superior completo,União Estável,GO,Sim,Até 2.000,Oleosidade,2 anos,Médio,Sim,Protetor solar,Atividade física,SIM,R$301 – R$500,Não,Não,Não
26,Pós-graduação,Solteiro,DF,Sim,4.000 – 5.000,Manchas; Ressecamento; Oleosidade; Queda de cabelo; Acne,1 mês,Baixo,Não,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
43,Ensino Superior completo,Casado,RJ,Sim,4.000 – 5.000,Manchas; Ressecamento; Queda de cabelo; Acne,1 ano,Baixo,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,NÃO,R$101 – R$200,Direito,Não,Sim
19,Ensino Superior incompleto,Casado,SC,Sim,4.000 – 5.000,Ressecamento,6 meses,Médio,Sim,Protetor solar,Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
26,Pós-graduação,União Estável,DF,Sim,2.000 – 3.000,Oleosidade; Manchas; Queda de cabelo; Acne; Ressecamento,3 meses,Alto,Não,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Direito,Não,Sim
26,Ensino Fundamental completo,Solteiro,DF,Sim,5.000 – 7.000,Oleosidade; Manchas,1 ano,Baixo,Sim,Sérum; Protetor solar,Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
34,Pós-graduação,Divorciado,BA,Não,Até 2.000,Acne; Oleosidade; Ressecamento; Queda de cabelo; Manchas,6 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,NÃO,Até R$100,Direito,Sim,Não
18,Ensino Fundamental completo,Solteiro,SC,Sim,5.000 – 7.000,Manchas,1 mês,Alto,Não,Hidratante,Dieta,SIM,R$301 – R$500,Não,Não,Não
42,Ensino Superior completo,Solteiro,SC,Não,Acima de 7.000,Acne; Queda de cabelo; Ressecamento,2 anos,Baixo,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
42,Pós-graduação,União Estável,GO,Sim,3.000 – 4.000,Manchas,1 ano,Baixo,Não,Hidratante,Atividade física,NÃO,R$101 – R$200,Não,Sim,Não
52,Ensino Médio completo,Solteiro,MG,Sim,4.000 – 5.000,Ressecamento; Manchas; Acne,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
20,Ensino Superior incompleto,Divorciado,BA,Sim,3.000 – 4.000,Queda de cabelo; Acne,6 meses,Médio,Não,Sérum; Protetor solar,Dieta; Skincare,SIM,R$301 – R$500,Direito,Não,Sim
54,Ensino Médio completo,Casado,SC,Sim,Até 2.000,Acne; Ressecamento,2 anos,Baixo,Sim,Sérum; Hidratante,Skincare; Dieta,NÃO,Até R$100,Não,Sim,Sim
47,Mestrado,União Estável,SC,Sim,4.000 – 5.000,Manchas; Queda de cabelo; Ressecamento; Acne,1 ano,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Medicina,Não,Não
51,Ensino Superior completo,Divorciado,MG,Sim,5.000 – 7.000,Queda de cabelo; Acne; Oleosidade; Manchas,1 ano,Médio,Não,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Não,Não,Não
29,Ensino Superior completo,Casado,GO,Sim,5.000 – 7.000,Ressecamento; Oleosidade; Manchas,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Não
36,Ensino Superior completo,União Estável,BA,Não,2.000 – 3.000,Queda de cabelo; Oleosidade; Manchas,1 ano,Baixo,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
54,Ensino Superior completo,União Estável,SC,Sim,Acima de 7.000,Acne; Manchas,2 anos,Médio,Sim,Hidratante; Protetor solar,Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Sim
34,Ensino Médio completo,Casado,PR,Não,4.000 – 5.000,Manchas; Queda de cabelo; Ressecamento; Oleosidade; Acne,1 ano,Alto,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
27,Ensino Superior incompleto,Casado,GO,Não,5.000 – 7.000,Manchas; Acne; Ressecamento,1 mês,Alto,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Engenharia,Não,Não
29,Ensino Superior completo,Divorciado,BA,Não,5.000 – 7.000,Acne; Manchas; Queda de cabelo,6 meses,Alto,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Não,Sim,Sim
33,Ensino Médio completo,Solteiro,SC,Sim,5.000 – 7.000,Acne; Queda de cabelo; Ressecamento; Manchas; Oleosidade,1 ano,Médio,Não,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Não,Sim,Sim
41,Ensino Fundamental completo,Solteiro,SC,Sim,2.000 – 3.000,Manchas; Ressecamento; Queda de cabelo; Oleosidade,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Não,Sim,Não
36,Ensino Fundamental completo,Solteiro,MG,Sim,2.000 – 3.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas,1 ano,Médio,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,NÃO,R$101 – R$200,Direito,Sim,Sim
25,Ensino Fundamental completo,Solteiro,BA,Sim,Acima de 7.000,Ressecamento; Acne; Queda de cabelo,3 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
48,Pós-graduação,Solteiro,PR,Sim,2.000 – 3.000,Ressecamento; Queda de cabelo; Oleosidade; Manchas,1 mês,Baixo,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,NÃO,Até R$100,Engenharia,Sim,Não
38,Ensino Superior incompleto,Divorciado,GO,Sim,Acima de 7.000,Manchas; Acne; Queda de cabelo; Ressecamento,6 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
34,Ensino Superior completo,União Estável,RJ,Sim,4.000 – 5.000,Oleosidade; Ressecamento; Manchas; Acne,3 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Não,Sim
40,Ensino Médio completo,Divorciado,SP,Sim,2.000 – 3.000,Manchas; Ressecamento,2 anos,Baixo,Sim,Protetor solar; Hidratante,Dieta; Atividade física,NÃO,R$101 – R$200,Medicina,Sim,Sim
54,Ensino Médio completo,Divorciado,PR,Sim,2.000 – 3.000,Ressecamento,1 ano,Alto,Sim,Protetor solar,Dieta,NÃO,R$201 – R$300,Não,Não,Sim
33,Ensino Médio completo,Divorciado,RJ,Sim,2.000 – 3.000,Ressecamento; Manchas; Queda de cabelo,1 mês,Baixo,Sim,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,NÃO,R$301 – R$500,Medicina,Não,Não
23,Ensino Superior completo,União Estável,PR,Sim,Acima de 7.000,Ressecamento; Manchas; Oleosidade,1 ano,Baixo,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,NÃO,Até R$100,Medicina,Não,Não
25,Ensino Superior completo,Divorciado,BA,Não,4.000 – 5.000,Acne; Oleosidade,1 ano,Baixo,Sim,Hidratante; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Medicina,Não,Não
42,Pós-graduação,Divorciado,RJ,Sim,4.000 – 5.000,Queda de cabelo,1 ano,Médio,Sim,Protetor solar,Atividade física,SIM,R$301 – R$500,Não,Sim,Não
35,Ensino Superior completo,União Estável,BA,Sim,3.000 – 4.000,Manchas,1 ano,Médio,Não,Hidratante,Dieta,NÃO,R$101 – R$200,Não,Não,Não
42,Ensino Superior completo,Divorciado,RJ,Não,2.000 – 3.000,Manchas; Oleosidade,1 mês,Médio,Sim,Protetor solar; Hidratante,Skincare; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Não
29,Ensino Superior completo,Solteiro,PR,Sim,4.000 – 5.000,Ressecamento; Manchas; Acne; Oleosidade; Queda de cabelo,3 meses,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Engenharia,Não,Não
32,Pós-graduação,Casado,MG,Sim,2.000 – 3.000,Manchas; Ressecamento; Acne; Queda de cabelo; Oleosidade,2 anos,Alto,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,NÃO,Até R$100,Não,Não,Sim
43,Ensino Superior completo,Divorciado,PR,Sim,5.000 – 7.000,Manchas,3 meses,Alto,Sim,Sérum,Atividade física,SIM,R$201 – R$300,Não,Sim,Sim
43,Ensino Fundamental incompleto,Casado,BA,Sim,3.000 – 4.000,Oleosidade; Manchas; Queda de cabelo; Acne; Ressecamento,1 mês,Alto,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Direito,Sim,Sim
49,Ensino Superior completo,Divorciado,PR,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Acne; Queda de cabelo; Manchas,2 anos,Alto,Não,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Engenharia,Não,Sim
27,Ensino Superior completo,Divorciado,DF,Sim,4.000 – 5.000,Manchas; Oleosidade; Queda de cabelo; Acne; Ressecamento,6 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Direito,Sim,Sim
33,Ensino Superior completo,Solteiro,DF,Sim,4.000 – 5.000,Queda de cabelo,3 meses,Baixo,Não,Protetor solar,Skincare,NÃO,Até R$100,Não,Não,Sim
24,Ensino Médio completo,União Estável,RJ,Sim,Acima de 7.000,Ressecamento; Queda de cabelo; Oleosidade; Acne; Manchas,1 mês,Baixo,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Medicina,Sim,Não
34,Pós-graduação,Casado,DF,Não,5.000 – 7.000,Queda de cabelo; Oleosidade; Manchas,1 mês,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Não,Não,Sim
40,Mestrado,União Estável,SP,Sim,2.000 – 3.000,Queda de cabelo,1 mês,Médio,Sim,Sérum,Atividade física,SIM,R$301 – R$500,Engenharia,Sim,Sim
43,Ensino Médio completo,Solteiro,RJ,Não,5.000 – 7.000,Queda de cabelo; Oleosidade,2 anos,Alto,Não,Hidratante; Sérum,Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Não
38,Pós-graduação,Solteiro,DF,Sim,2.000 – 3.000,Queda de cabelo; Oleosidade; Acne; Manchas; Ressecamento,1 ano,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Não,Não,Não
39,Ensino Fundamental completo,Casado,SC,Sim,Até 2.000,Manchas; Acne; Oleosidade; Queda de cabelo,6 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
24,Ensino Fundamental completo,União Estável,PR,Sim,Acima de 7.000,Queda de cabelo,2 anos,Médio,Não,Protetor solar,Atividade física,SIM,R$301 – R$500,Engenharia,Não,Não
31,Ensino Fundamental completo,Solteiro,GO,Sim,5.000 – 7.000,Queda de cabelo; Acne,2 anos,Alto,Não,Protetor solar; Hidratante,Atividade física; Dieta,SIM,Até R$100,Medicina,Sim,Sim
32,Ensino Fundamental completo,Divorciado,PR,Sim,Acima de 7.000,Queda de cabelo; Ressecamento; Oleosidade,3 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Não
24,Ensino Superior completo,Divorciado,DF,Não,4.000 – 5.000,Ressecamento; Manchas,6 meses,Alto,Sim,Hidratante; Sérum,Dieta; Atividade física,SIM,R$101 – R$200,Direito,Não,Sim
26,Ensino Fundamental completo,Divorciado,MG,Sim,4.000 – 5.000,Oleosidade; Queda de cabelo; Ressecamento; Acne; Manchas,1 mês,Alto,Não,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,NÃO,Até R$100,Engenharia,Sim,Sim
25,Ensino Médio completo,União Estável,BA,Sim,2.000 – 3.000,Oleosidade; Queda de cabelo; Acne; Ressecamento,2 anos,Alto,Não,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Não,Sim
40,Ensino Fundamental completo,Divorciado,GO,Sim,3.000 – 4.000,Queda de cabelo; Acne; Ressecamento; Manchas; Oleosidade,6 meses,Alto,Não,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Direito,Sim,Não
46,Ensino Médio completo,Divorciado,RJ,Não,5.000 – 7.000,Manchas; Queda de cabelo,3 meses,Alto,Não,Protetor solar; Hidratante,Dieta; Atividade física,SIM,R$201 – R$300,Medicina,Sim,Não
35,Ensino Fundamental completo,Solteiro,MG,Sim,3.000 – 4.000,Manchas,1 ano,Baixo,Sim,Protetor solar,Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
48,Ensino Superior completo,Solteiro,PR,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Manchas; Ressecamento,6 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Direito,Não,Não
47,Ensino Fundamental completo,Divorciado,DF,Sim,5.000 – 7.000,Ressecamento; Manchas; Oleosidade; Acne,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$101 – R$200,Não,Sim,Não
52,Pós-graduação,Divorciado,RJ,Sim,2.000 – 3.000,Manchas; Ressecamento,2 anos,Baixo,Sim,Hidratante; Protetor solar,Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Sim,Sim
35,Ensino Superior completo,Solteiro,RJ,Não,4.000 – 5.000,Acne; Queda de cabelo; Oleosidade; Ressecamento; Manchas,1 ano,Alto,Não,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$101 – R$200,Não,Sim,Sim
34,Ensino Fundamental incompleto,Casado,SC,Não,5.000 – 7.000,Oleosidade; Ressecamento,3 meses,Baixo,Não,Protetor solar; Sérum,Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
31,Pós-graduação,União Estável,SC,Sim,3.000 – 4.000,Oleosidade; Manchas; Ressecamento; Queda de cabelo,1 mês,Alto,Sim,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
48,Ensino Fundamental incompleto,União Estável,DF,Sim,5.000 – 7.000,Manchas; Queda de cabelo,1 ano,Médio,Sim,Hidratante; Sérum,Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
41,Ensino Médio completo,Solteiro,DF,Não,5.000 – 7.000,Manchas; Acne; Queda de cabelo; Ressecamento,3 meses,Médio,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
52,Ensino Fundamental incompleto,União Estável,SP,Sim,2.000 – 3.000,Ressecamento; Oleosidade; Acne; Manchas; Queda de cabelo,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Engenharia,Sim,Não
51,Ensino Médio completo,Solteiro,SC,Não,5.000 – 7.000,Oleosidade,2 anos,Médio,Sim,Sérum,Atividade física,NÃO,R$101 – R$200,Não,Sim,Não
20,Ensino Superior completo,Solteiro,BA,Sim,Acima de 7.000,Oleosidade,3 meses,Médio,Sim,Hidratante,Atividade física,SIM,R$101 – R$200,Não,Não,Sim
54,Ensino Superior completo,Solteiro,GO,Sim,2.000 – 3.000,Oleosidade; Manchas,1 ano,Baixo,Sim,Hidratante; Sérum,Atividade física; Skincare,NÃO,R$101 – R$200,Não,Sim,Não
43,Ensino Médio completo,Solteiro,RJ,Sim,5.000 – 7.000,Acne; Manchas; Queda de cabelo; Ressecamento,1 mês,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
40,Ensino Superior completo,Casado,SC,Sim,2.000 – 3.000,Acne,6 meses,Baixo,Não,Protetor solar,Atividade física,NÃO,R$301 – R$500,Engenharia,Sim,Sim
32,Ensino Médio completo,Divorciado,DF,Não,5.000 – 7.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Direito,Sim,Não
21,Ensino Superior completo,Divorciado,SP,Sim,5.000 – 7.000,Manchas; Ressecamento; Queda de cabelo; Acne; Oleosidade,1 ano,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,SIM,R$101 – R$200,Não,Não,Sim
46,Ensino Médio completo,Casado,DF,Sim,3.000 – 4.000,Oleosidade; Acne,1 ano,Alto,Sim,Protetor solar; Sérum,Atividade física; Dieta,NÃO,R$201 – R$300,Não,Sim,Sim
